,Dynamics,delta,loss,pval
6,Diffusion,0.9,0.06808102130889893,0.0
7,Diffusion,0.9,0.03626043722033501,0.0
8,Diffusion,0.9,0.2696636915206909,0.0
9,Diffusion,0.9,0.056946221739053726,0.0
0,Diffusion,1.0,0.14512751996517181,0.0
1,Diffusion,1.0,0.05398990958929062,0.0
2,Diffusion,1.0,0.047023575752973557,0.0
3,Diffusion,1.0,0.24143476784229279,0.0
4,Diffusion,1.0,0.04725826904177666,0.0
5,Diffusion,1.0,0.06627833843231201,0.0
6,Diffusion,1.0,0.1511216163635254,0.0
7,Diffusion,1.0,0.07965805381536484,0.0
8,Diffusion,1.0,0.045359864830970764,0.0
9,Diffusion,1.0,0.13524799048900604,0.0
0,MAK,0.0,0.002186824334785342,0.9
1,MAK,0.0,0.0024306566920131445,0.93
2,MAK,0.0,0.0050650788471102715,0.88
3,MAK,0.0,0.002317136386409402,0.9
4,MAK,0.0,0.0058491406962275505,0.73
5,MAK,0.0,0.0029660265427082777,0.85
6,MAK,0.0,0.006846375297755003,0.74
7,MAK,0.0,0.0033691669814288616,0.85
8,MAK,0.0,0.0020905998535454273,0.89
9,MAK,0.0,0.0029952197801321745,0.89
0,MAK,0.1,0.0032370230183005333,0.86
1,MAK,0.1,0.006030485033988953,0.86
2,MAK,0.1,0.004649304784834385,0.83
3,MAK,0.1,0.006048885174095631,0.91
4,MAK,0.1,0.0030619304161518812,0.83
5,MAK,0.1,0.0016150177689269185,0.96
6,MAK,0.1,0.0031912606209516525,0.92
7,MAK,0.1,0.0038078755605965853,0.9
8,MAK,0.1,0.0056911250576376915,0.94
9,MAK,0.1,0.005041663069278002,0.86
0,MAK,0.2,0.00993451289832592,0.77
1,MAK,0.2,0.003171892138198018,0.85
2,MAK,0.2,0.0038917907513678074,0.88
3,MAK,0.2,0.0068788714706897736,0.74
4,MAK,0.2,0.004327356815338135,0.77
5,MAK,0.2,0.006051833275705576,0.9
6,MAK,0.2,0.008964259177446365,0.93
7,MAK,0.2,0.0038387426175177097,0.82
8,MAK,0.2,0.005428129807114601,0.84
9,MAK,0.2,0.005248946603387594,0.83
0,MAK,0.30000000000000004,0.005340682342648506,0.8
1,MAK,0.30000000000000004,0.006475748494267464,0.84
2,MAK,0.30000000000000004,0.0043752980418503284,0.85
3,MAK,0.30000000000000004,0.009744481183588505,0.72
4,MAK,0.30000000000000004,0.004390001762658358,0.81
5,MAK,0.30000000000000004,0.005314250942319632,0.83
6,MAK,0.30000000000000004,0.009808938950300217,0.72
7,MAK,0.30000000000000004,0.014441734179854393,0.82
8,MAK,0.30000000000000004,0.009698761627078056,0.67
9,MAK,0.30000000000000004,0.008115316741168499,0.83
0,MAK,0.4,0.019565831869840622,0.85
1,MAK,0.4,0.008306831121444702,0.76
2,MAK,0.4,0.013060903176665306,0.81
3,MAK,0.4,0.009864657185971737,0.75
4,MAK,0.4,0.004756240174174309,0.84
5,MAK,0.4,0.013959553092718124,0.76
6,MAK,0.4,0.013289020396769047,0.71
7,MAK,0.4,0.009385496377944946,0.68
8,MAK,0.4,0.007948030717670918,0.7
9,MAK,0.4,0.013851595111191273,0.68
0,MAK,0.5,0.021133577451109886,0.82
1,MAK,0.5,0.020806534215807915,0.71
2,MAK,0.5,0.020200619474053383,0.78
3,MAK,0.5,0.010584074072539806,0.85
4,MAK,0.5,0.025497471913695335,0.61
5,MAK,0.5,0.02123308554291725,0.76
6,MAK,0.5,0.0167437382042408,0.71
7,MAK,0.5,0.017250383272767067,0.73
8,MAK,0.5,0.02880075015127659,0.67
9,MAK,0.5,0.031950563192367554,0.74
0,MAK,0.6000000000000001,0.02275729365646839,0.62
1,MAK,0.6000000000000001,0.025250690057873726,0.56
2,MAK,0.6000000000000001,0.027903754264116287,0.83
3,MAK,0.6000000000000001,0.03554108738899231,0.73
4,MAK,0.6000000000000001,0.028980471193790436,0.52
5,MAK,0.6000000000000001,0.04320771247148514,0.49
6,MAK,0.6000000000000001,0.037335071712732315,0.69
7,MAK,0.6000000000000001,0.037377405911684036,0.68
8,MAK,0.6000000000000001,0.028698287904262543,0.57
9,MAK,0.6000000000000001,0.028798453509807587,0.66
0,MAK,0.7000000000000001,0.03739973530173302,0.73
1,MAK,0.7000000000000001,0.054964106529951096,0.61
2,MAK,0.7000000000000001,0.05337093770503998,0.66
3,MAK,0.7000000000000001,0.042532797902822495,0.74
4,MAK,0.7000000000000001,0.037970516830682755,0.76
5,MAK,0.7000000000000001,0.03219640627503395,0.71
6,MAK,0.7000000000000001,0.02381817065179348,0.73
7,MAK,0.7000000000000001,0.039740487933158875,0.73
8,MAK,0.7000000000000001,0.03290006145834923,0.56
9,MAK,0.7000000000000001,0.030316229909658432,0.57
0,MAK,0.8,0.05669074133038521,0.61
1,MAK,0.8,0.040978725999593735,0.67
2,MAK,0.8,0.03573894873261452,0.63
3,MAK,0.8,0.03150191158056259,0.53
4,MAK,0.8,0.04544948413968086,0.47
5,MAK,0.8,0.04606948792934418,0.65
6,MAK,0.8,0.0455903559923172,0.58
7,MAK,0.8,0.04201919212937355,0.7
8,MAK,0.8,0.0533304326236248,0.57
9,MAK,0.8,0.03298511356115341,0.64
0,MAK,0.9,0.042201846837997437,0.72
1,MAK,0.9,0.0615631565451622,0.55
2,MAK,0.9,0.05992326885461807,0.48
3,MAK,0.9,0.04578566923737526,0.71
4,MAK,0.9,0.08123183995485306,0.57
5,MAK,0.9,0.07905584573745728,0.69
6,MAK,0.9,0.05676059052348137,0.66
7,MAK,0.9,0.06644854694604874,0.67
8,MAK,0.9,0.06733093410730362,0.59
9,MAK,0.9,0.06411576271057129,0.65
0,MAK,1.0,0.06543848663568497,0.52
1,MAK,1.0,0.07737204432487488,0.67
2,MAK,1.0,0.07835262268781662,0.5
3,MAK,1.0,0.08113152533769608,0.32
4,MAK,1.0,0.07467642426490784,0.7
5,MAK,1.0,0.07349622249603271,0.37
6,MAK,1.0,0.07464246451854706,0.53
7,MAK,1.0,0.06531418114900589,0.65
8,MAK,1.0,0.10590573400259018,0.55
9,MAK,1.0,0.052855219691991806,0.61
0,MM,0.0,0.02605602517724037,0.91
1,MM,0.0,0.021090764552354813,0.85
2,MM,0.0,0.023642882704734802,0.92
3,MM,0.0,0.026502378284931183,0.87
4,MM,0.0,0.020400095731019974,0.96
5,MM,0.0,0.022235598415136337,0.89
6,MM,0.0,0.017330149188637733,0.91
7,MM,0.0,0.015612124465405941,0.96
8,MM,0.0,0.01260652020573616,0.95
9,MM,0.0,0.024888137355446815,0.87
0,MM,0.1,0.024052252992987633,0.85
1,MM,0.1,0.033654842525720596,0.95
2,MM,0.1,0.026201428845524788,0.86
3,MM,0.1,0.03287290036678314,0.88
4,MM,0.1,0.016528796404600143,0.94
5,MM,0.1,0.026907650753855705,0.93
6,MM,0.1,0.035536475479602814,0.83
7,MM,0.1,0.024442454800009727,0.88
8,MM,0.1,0.03422847390174866,0.84
9,MM,0.1,0.02347812056541443,0.92
0,MM,0.2,0.03814966231584549,0.85
1,MM,0.2,0.03551523759961128,0.89
2,MM,0.2,0.03051472268998623,0.87
3,MM,0.2,0.03449592739343643,0.89
4,MM,0.2,0.03280269727110863,0.9
5,MM,0.2,0.03657601773738861,0.86
6,MM,0.2,0.02246999368071556,0.95
7,MM,0.2,0.016788404434919357,0.97
8,MM,0.2,0.031405579298734665,0.9
9,MM,0.2,0.028965914621949196,0.91
0,MM,0.30000000000000004,0.045219939202070236,0.92
1,MM,0.30000000000000004,0.0484577938914299,0.85
2,MM,0.30000000000000004,0.040150903165340424,0.9
3,MM,0.30000000000000004,0.027465706691145897,0.84
4,MM,0.30000000000000004,0.06363970041275024,0.87
5,MM,0.30000000000000004,0.02855735830962658,0.9
6,MM,0.30000000000000004,0.0426662340760231,0.87
7,MM,0.30000000000000004,0.024141184985637665,0.84
8,MM,0.30000000000000004,0.04008988291025162,0.75
9,MM,0.30000000000000004,0.04875422641634941,0.88
0,MM,0.4,0.06781921535730362,0.78
1,MM,0.4,0.045665450394153595,0.86
2,MM,0.4,0.040002595633268356,0.84
3,MM,0.4,0.05488802120089531,0.87
4,MM,0.4,0.04296310991048813,0.86
5,MM,0.4,0.04806177690625191,0.88
6,MM,0.4,0.03685927018523216,0.92
7,MM,0.4,0.044442638754844666,0.81
8,MM,0.4,0.04897890239953995,0.87
9,MM,0.4,0.06135768070816994,0.73
0,MM,0.5,0.07480251789093018,0.84
1,MM,0.5,0.053595930337905884,0.87
2,MM,0.5,0.06588747352361679,0.82
3,MM,0.5,0.09029115736484528,0.88
4,MM,0.5,0.06529231369495392,0.82
5,MM,0.5,0.05416985601186752,0.77
6,MM,0.5,0.07065321505069733,0.87
7,MM,0.5,0.06327298283576965,0.82
8,MM,0.5,0.07602665573358536,0.88
9,MM,0.5,0.06195810064673424,0.8
0,MM,0.6000000000000001,0.08401381969451904,0.74
1,MM,0.6000000000000001,0.06355889141559601,0.76
2,MM,0.6000000000000001,0.05931103974580765,0.82
3,MM,0.6000000000000001,0.07992725819349289,0.85
4,MM,0.6000000000000001,0.08784690499305725,0.83
5,MM,0.6000000000000001,0.08021242916584015,0.86
6,MM,0.6000000000000001,0.05618217960000038,0.79
7,MM,0.6000000000000001,0.06982357800006866,0.81
8,MM,0.6000000000000001,0.06880615651607513,0.87
9,MM,0.6000000000000001,0.09629733115434647,0.9
0,MM,0.7000000000000001,0.10202722996473312,0.75
1,MM,0.7000000000000001,0.07311924546957016,0.82
2,MM,0.7000000000000001,0.07527364790439606,0.79
3,MM,0.7000000000000001,0.07064683735370636,0.8
4,MM,0.7000000000000001,0.06905585527420044,0.73
5,MM,0.7000000000000001,0.11356156319379807,0.74
6,MM,0.7000000000000001,0.07363159209489822,0.8
7,MM,0.7000000000000001,0.07632685452699661,0.87
8,MM,0.7000000000000001,0.08156783133745193,0.82
9,MM,0.7000000000000001,0.06740190833806992,0.82
0,MM,0.8,0.10830491781234741,0.73
1,MM,0.8,0.06894127279520035,0.75
2,MM,0.8,0.15176519751548767,0.81
3,MM,0.8,0.0919317826628685,0.8
4,MM,0.8,0.13998930156230927,0.71
5,MM,0.8,0.10002832859754562,0.82
6,MM,0.8,0.09544751048088074,0.78
7,MM,0.8,0.12097074091434479,0.77
8,MM,0.8,0.08754243701696396,0.84
9,MM,0.8,0.08028685301542282,0.82
0,MM,0.9,0.11383000761270523,0.74
1,MM,0.9,0.12916257977485657,0.7
2,MM,0.9,0.12308778613805771,0.7
3,MM,0.9,0.08596071600914001,0.81
4,MM,0.9,0.12623199820518494,0.74
5,MM,0.9,0.09224283695220947,0.83
6,MM,0.9,0.08458521217107773,0.76
7,MM,0.9,0.15449939668178558,0.74
8,MM,0.9,0.10294054448604584,0.78
9,MM,0.9,0.11517392843961716,0.71
0,MM,1.0,0.1208370253443718,0.79
1,MM,1.0,0.13445839285850525,0.79
2,MM,1.0,0.12284182757139206,0.75
3,MM,1.0,0.1433132439851761,0.76
4,MM,1.0,0.11390916258096695,0.76
5,MM,1.0,0.13477955758571625,0.74
6,MM,1.0,0.18363596498966217,0.81
7,MM,1.0,0.10741254687309265,0.74
8,MM,1.0,0.1331067830324173,0.75
9,MM,1.0,0.1448671519756317,0.79
0,PD,0.0,0.025563674047589302,0.87
1,PD,0.0,0.028270594775676727,0.9
2,PD,0.0,0.029206929728388786,0.77
3,PD,0.0,0.032849788665771484,0.81
4,PD,0.0,0.03348949924111366,0.74
5,PD,0.0,0.03290821239352226,0.86
6,PD,0.0,0.03207698091864586,0.79
7,PD,0.0,0.04412972554564476,0.67
8,PD,0.0,0.033748965710401535,0.82
9,PD,0.0,0.038828447461128235,0.68
0,PD,0.1,0.057192981243133545,0.47
1,PD,0.1,0.03956885635852814,0.71
2,PD,0.1,0.050433751195669174,0.64
3,PD,0.1,0.05104497820138931,0.61
4,PD,0.1,0.06412611901760101,0.41
5,PD,0.1,0.055353354662656784,0.66
6,PD,0.1,0.038521748036146164,0.75
7,PD,0.1,0.04337455332279205,0.67
8,PD,0.1,0.03910749405622482,0.72
9,PD,0.1,0.05304582789540291,0.39
0,PD,0.2,0.058787308633327484,0.55
1,PD,0.2,0.08572927117347717,0.44
2,PD,0.2,0.053748976439237595,0.64
3,PD,0.2,0.05734432116150856,0.53
4,PD,0.2,0.06050555780529976,0.49
5,PD,0.2,0.06660450249910355,0.5
6,PD,0.2,0.06830225139856339,0.5
7,PD,0.2,0.06568852066993713,0.49
8,PD,0.2,0.049697861075401306,0.56
9,PD,0.2,0.059363506734371185,0.56
0,PD,0.30000000000000004,0.09247341752052307,0.44
1,PD,0.30000000000000004,0.06453286856412888,0.47
2,PD,0.30000000000000004,0.11063794046640396,0.23
3,PD,0.30000000000000004,0.09935995191335678,0.28
4,PD,0.30000000000000004,0.06496164947748184,0.45
5,PD,0.30000000000000004,0.10168943554162979,0.31
6,PD,0.30000000000000004,0.09523183852434158,0.27
7,PD,0.30000000000000004,0.1109207347035408,0.28
8,PD,0.30000000000000004,0.10551024228334427,0.23
9,PD,0.30000000000000004,0.12581512331962585,0.12
0,PD,0.4,0.14340327680110931,0.07
1,PD,0.4,0.09654895216226578,0.18
2,PD,0.4,0.0979912281036377,0.26
3,PD,0.4,0.10989939421415329,0.26
4,PD,0.4,0.11669366806745529,0.24
5,PD,0.4,0.08769688755273819,0.4
6,PD,0.4,0.10248017311096191,0.22
7,PD,0.4,0.11625096946954727,0.15
8,PD,0.4,0.08413490653038025,0.38
9,PD,0.4,0.09422524273395538,0.37
0,PD,0.5,0.1800469607114792,0.06
1,PD,0.5,0.09092134237289429,0.32
2,PD,0.5,0.12325248122215271,0.16
3,PD,0.5,0.15172801911830902,0.19
4,PD,0.5,0.11174039542675018,0.22
5,PD,0.5,0.15996472537517548,0.16
6,PD,0.5,0.14267736673355103,0.11
7,PD,0.5,0.14187091588974,0.24
8,PD,0.5,0.12623602151870728,0.2
9,PD,0.5,0.16812416911125183,0.03
0,PD,0.6000000000000001,0.14633597433567047,0.13
1,PD,0.6000000000000001,0.13592876493930817,0.12
2,PD,0.6000000000000001,0.2812190651893616,0.02
3,PD,0.6000000000000001,0.18300777673721313,0.05
4,PD,0.6000000000000001,0.1405346691608429,0.26
5,PD,0.6000000000000001,0.18166658282279968,0.03
6,PD,0.6000000000000001,0.17288954555988312,0.08
7,PD,0.6000000000000001,0.15193693339824677,0.1
8,PD,0.6000000000000001,0.22857539355754852,0.01
9,PD,0.6000000000000001,0.15407794713974,0.1
0,PD,0.7000000000000001,0.21269506216049194,0.03
1,PD,0.7000000000000001,0.17591401934623718,0.12
2,PD,0.7000000000000001,0.21733377873897552,0.06
3,PD,0.7000000000000001,0.19686532020568848,0.11
4,PD,0.7000000000000001,0.20555756986141205,0.03
5,PD,0.7000000000000001,0.2946140468120575,0.05
6,PD,0.7000000000000001,0.15164275467395782,0.05
7,PD,0.7000000000000001,0.19722531735897064,0.03
8,PD,0.7000000000000001,0.24282780289649963,0.06
9,PD,0.7000000000000001,0.21546702086925507,0.08
0,PD,0.8,0.2590208053588867,0.02
1,PD,0.8,0.22451382875442505,0.08
2,PD,0.8,0.24063751101493835,0.02
3,PD,0.8,0.21343882381916046,0.09
4,PD,0.8,0.2978575825691223,0.0
5,PD,0.8,0.27027806639671326,0.04
6,PD,0.8,0.24620278179645538,0.01
7,PD,0.8,0.29780465364456177,0.03
8,PD,0.8,0.2611386775970459,0.0
9,PD,0.8,0.2944397032260895,0.0
0,PD,0.9,0.25948798656463623,0.03
1,PD,0.9,0.31637537479400635,0.0
2,PD,0.9,0.32612472772598267,0.0
3,PD,0.9,0.25467243790626526,0.06
4,PD,0.9,0.32943540811538696,0.0
5,PD,0.9,0.21883778274059296,0.02
6,PD,0.9,0.2845945358276367,0.0
7,PD,0.9,0.28934746980667114,0.04
8,PD,0.9,0.2863031029701233,0.01
9,PD,0.9,0.27594032883644104,0.07
0,PD,1.0,0.3559339642524719,0.02
1,PD,1.0,0.3606036305427551,0.01
2,PD,1.0,0.3424336016178131,0.0
3,PD,1.0,0.3981510400772095,0.0
4,PD,1.0,0.40552860498428345,0.0
5,PD,1.0,0.3409159779548645,0.0
6,PD,1.0,0.24045728147029877,0.01
7,PD,1.0,0.26367565989494324,0.04
8,PD,1.0,0.38864216208457947,0.0
9,PD,1.0,0.2853492498397827,0.01
0,SIS,0.0,0.00807174015790224,0.96
1,SIS,0.0,0.01776338741183281,0.93
2,SIS,0.0,0.014533109031617641,0.95
3,SIS,0.0,0.013740037567913532,0.87
4,SIS,0.0,0.01620723493397236,0.83
5,SIS,0.0,0.011347356252372265,0.93
6,SIS,0.0,0.015550483949482441,0.87
7,SIS,0.0,0.014580678194761276,0.92
8,SIS,0.0,0.015400862321257591,0.85
9,SIS,0.0,0.01538668293505907,0.92
0,SIS,0.1,0.027348190546035767,0.86
1,SIS,0.1,0.013434771448373795,0.9
2,SIS,0.1,0.015264260582625866,0.85
3,SIS,0.1,0.01617719978094101,0.9
4,SIS,0.1,0.015291969291865826,0.9
5,SIS,0.1,0.015462610870599747,0.9
6,SIS,0.1,0.016207115724682808,0.91
7,SIS,0.1,0.03143678978085518,0.89
8,SIS,0.1,0.016122739762067795,0.88
9,SIS,0.1,0.020310435444116592,0.91
0,SIS,0.2,0.010022132657468319,0.94
1,SIS,0.2,0.01882193796336651,0.85
2,SIS,0.2,0.021101783961057663,0.84
3,SIS,0.2,0.02288741059601307,0.88
4,SIS,0.2,0.013900442980229855,0.9
5,SIS,0.2,0.02953275293111801,0.8
6,SIS,0.2,0.019395479932427406,0.88
7,SIS,0.2,0.025071408599615097,0.86
8,SIS,0.2,0.02823766879737377,0.79
9,SIS,0.2,0.020852642133831978,0.87
0,SIS,0.30000000000000004,0.03733782842755318,0.84
1,SIS,0.30000000000000004,0.040358010679483414,0.85
2,SIS,0.30000000000000004,0.02413015253841877,0.85
3,SIS,0.30000000000000004,0.03855498880147934,0.83
4,SIS,0.30000000000000004,0.026657048612833023,0.88
5,SIS,0.30000000000000004,0.025773851200938225,0.86
6,SIS,0.30000000000000004,0.025708694010972977,0.9
7,SIS,0.30000000000000004,0.03815222531557083,0.84
8,SIS,0.30000000000000004,0.05165985971689224,0.73
9,SIS,0.30000000000000004,0.02963305450975895,0.84
0,SIS,0.4,0.03074495866894722,0.74
1,SIS,0.4,0.028003618121147156,0.78
2,SIS,0.4,0.029840610921382904,0.85
3,SIS,0.4,0.046100422739982605,0.77
4,SIS,0.4,0.045460864901542664,0.84
5,SIS,0.4,0.022840527817606926,0.88
6,SIS,0.4,0.052332568913698196,0.76
7,SIS,0.4,0.04141641780734062,0.85
8,SIS,0.4,0.03008350543677807,0.88
9,SIS,0.4,0.0389920212328434,0.76
0,SIS,0.5,0.05266692489385605,0.85
1,SIS,0.5,0.061259932816028595,0.81
2,SIS,0.5,0.05364508926868439,0.71
3,SIS,0.5,0.0478769950568676,0.75
4,SIS,0.5,0.04679972678422928,0.79
5,SIS,0.5,0.05787171423435211,0.84
6,SIS,0.5,0.03586697578430176,0.77
7,SIS,0.5,0.044486794620752335,0.81
8,SIS,0.5,0.05147642642259598,0.76
9,SIS,0.5,0.037849895656108856,0.82
0,SIS,0.6000000000000001,0.06983061879873276,0.78
1,SIS,0.6000000000000001,0.05298493057489395,0.76
2,SIS,0.6000000000000001,0.03759579360485077,0.88
3,SIS,0.6000000000000001,0.06129561364650726,0.8
4,SIS,0.6000000000000001,0.05077561363577843,0.84
5,SIS,0.6000000000000001,0.05638398230075836,0.77
6,SIS,0.6000000000000001,0.041861485689878464,0.82
7,SIS,0.6000000000000001,0.03910917416214943,0.78
8,SIS,0.6000000000000001,0.05767851695418358,0.78
9,SIS,0.6000000000000001,0.059714701026678085,0.83
0,SIS,0.7000000000000001,0.05619927868247032,0.89
1,SIS,0.7000000000000001,0.05516296997666359,0.84
2,SIS,0.7000000000000001,0.07461943477392197,0.82
3,SIS,0.7000000000000001,0.055899087339639664,0.78
4,SIS,0.7000000000000001,0.06562673300504684,0.76
5,SIS,0.7000000000000001,0.06257633119821548,0.82
6,SIS,0.7000000000000001,0.06800543516874313,0.79
7,SIS,0.7000000000000001,0.07127370685338974,0.76
8,SIS,0.7000000000000001,0.059680741280317307,0.8
9,SIS,0.7000000000000001,0.06172836944460869,0.75
0,SIS,0.8,0.06007743999361992,0.8
1,SIS,0.8,0.06627614051103592,0.77
2,SIS,0.8,0.06861410290002823,0.79
3,SIS,0.8,0.06046857312321663,0.74
4,SIS,0.8,0.06320156902074814,0.84
5,SIS,0.8,0.06902885437011719,0.75
6,SIS,0.8,0.059833262115716934,0.75
7,SIS,0.8,0.04472947120666504,0.84
8,SIS,0.8,0.06404926627874374,0.7
9,SIS,0.8,0.04338273033499718,0.8
0,SIS,0.9,0.06860164552927017,0.74
1,SIS,0.9,0.06338194012641907,0.72
2,SIS,0.9,0.06639343500137329,0.71
3,SIS,0.9,0.07301303744316101,0.78
4,SIS,0.9,0.05949978530406952,0.75
5,SIS,0.9,0.08839792013168335,0.71
6,SIS,0.9,0.06490469723939896,0.71
7,SIS,0.9,0.0868680402636528,0.7
8,SIS,0.9,0.07646504044532776,0.85
9,SIS,0.9,0.09539814293384552,0.77
0,SIS,1.0,0.08024726063013077,0.73
1,SIS,1.0,0.09465944766998291,0.73
2,SIS,1.0,0.08918102830648422,0.77
3,SIS,1.0,0.08899997174739838,0.75
4,SIS,1.0,0.10083784908056259,0.72
5,SIS,1.0,0.09088191390037537,0.71
6,SIS,1.0,0.0687195360660553,0.79
7,SIS,1.0,0.07800159603357315,0.77
8,SIS,1.0,0.0962674543261528,0.68
9,SIS,1.0,0.08032335340976715,0.71
