,Dynamics,loss_mean,loss_std
0,Diffusion,0.0017202223697677255,0.0003455730992311235
0,MAK,0.003258282991591841,0.0006794496570919701
0,MM,0.012369845937937498,0.001044605890171931
0,PD,0.01138594513759017,0.0007574600081203213
0,SIS,0.008626661384478212,0.0011095868014274653
