,Dynamics,delta,loss,pval
6,SIS,0.5,0.03572407737374306,0.87
7,SIS,0.5,0.03863690420985222,0.86
8,SIS,0.5,0.03350924700498581,0.91
9,SIS,0.5,0.026509568095207214,0.86
0,SIS,0.6000000000000001,0.03254746273159981,0.86
1,SIS,0.6000000000000001,0.03698445111513138,0.85
2,SIS,0.6000000000000001,0.03501300886273384,0.86
3,SIS,0.6000000000000001,0.036685507744550705,0.81
4,SIS,0.6000000000000001,0.036941029131412506,0.79
5,SIS,0.6000000000000001,0.05162268504500389,0.83
6,SIS,0.6000000000000001,0.0396062433719635,0.86
7,SIS,0.6000000000000001,0.027223987504839897,0.91
8,SIS,0.6000000000000001,0.051770374178886414,0.74
9,SIS,0.6000000000000001,0.04135147109627724,0.84
0,SIS,0.7000000000000001,0.041394226253032684,0.81
1,SIS,0.7000000000000001,0.028704306110739708,0.78
2,SIS,0.7000000000000001,0.04296311363577843,0.83
3,SIS,0.7000000000000001,0.04580949246883392,0.83
4,SIS,0.7000000000000001,0.05286514014005661,0.79
5,SIS,0.7000000000000001,0.06666169315576553,0.78
6,SIS,0.7000000000000001,0.06450790166854858,0.79
7,SIS,0.7000000000000001,0.06725198775529861,0.76
8,SIS,0.7000000000000001,0.04366463050246239,0.84
9,SIS,0.7000000000000001,0.057305093854665756,0.8
0,SIS,0.8,0.0376020111143589,0.86
1,SIS,0.8,0.05268437787890434,0.83
2,SIS,0.8,0.056772951036691666,0.79
3,SIS,0.8,0.047671690583229065,0.8
4,SIS,0.8,0.05908021703362465,0.81
5,SIS,0.8,0.06078970804810524,0.83
6,SIS,0.8,0.050112031400203705,0.81
7,SIS,0.8,0.04694543406367302,0.8
8,SIS,0.8,0.03931887447834015,0.84
9,SIS,0.8,0.06375626474618912,0.8
0,SIS,0.9,0.06426303088665009,0.79
1,SIS,0.9,0.05866437405347824,0.82
2,SIS,0.9,0.07435104995965958,0.83
3,SIS,0.9,0.0876801609992981,0.77
4,SIS,0.9,0.050170667469501495,0.84
5,SIS,0.9,0.07960162311792374,0.86
6,SIS,0.9,0.04222824424505234,0.86
7,SIS,0.9,0.06277138739824295,0.81
8,SIS,0.9,0.04332013428211212,0.86
9,SIS,0.9,0.09083975851535797,0.8
0,SIS,1.0,0.05640218034386635,0.8
1,SIS,1.0,0.0712122768163681,0.8
2,SIS,1.0,0.07506261765956879,0.86
3,SIS,1.0,0.07619079947471619,0.76
4,SIS,1.0,0.07905080169439316,0.84
5,SIS,1.0,0.07455059885978699,0.79
6,SIS,1.0,0.08731958270072937,0.86
7,SIS,1.0,0.054708514362573624,0.8
8,SIS,1.0,0.09373049437999725,0.88
9,SIS,1.0,0.06227535009384155,0.77
