,Dynamics,delta,loss,pval
8,MAK,5,0.0022846132051199675,0.99
9,MAK,5,0.0031884675845503807,0.99
0,MM,1,0.013742603361606598,0.96
1,MM,1,0.01607111655175686,0.95
2,MM,1,0.012106703594326973,0.99
3,MM,1,0.01077356468886137,0.99
4,MM,1,0.021014340221881866,0.96
5,MM,1,0.013212987221777439,0.95
6,MM,1,0.018932120874524117,0.95
7,MM,1,0.02170512080192566,0.97
8,MM,1,0.020337415859103203,0.98
9,MM,1,0.028408629819750786,0.97
0,MM,2,0.016807837411761284,0.95
1,MM,2,0.013062416575849056,0.96
2,MM,2,0.014909288845956326,0.98
3,MM,2,0.008564993739128113,0.98
4,MM,2,0.010565634816884995,0.98
5,MM,2,0.007594837341457605,0.99
6,MM,2,0.006691643502563238,0.98
7,MM,2,0.01137431152164936,0.93
8,MM,2,0.01463813241571188,0.96
9,MM,2,0.010203104466199875,0.99
0,MM,3,0.012809970416128635,1.0
1,MM,3,0.008622244000434875,0.97
2,MM,3,0.011607486754655838,0.99
3,MM,3,0.012480414472520351,0.94
4,MM,3,0.011832338757812977,0.98
5,MM,3,0.0076307631097733974,0.98
6,MM,3,0.008239052258431911,0.97
7,MM,3,0.01730438508093357,0.99
8,MM,3,0.016124093905091286,0.96
9,MM,3,0.014886735007166862,0.94
0,MM,4,0.01651015132665634,0.93
1,MM,4,0.010691915638744831,0.96
2,MM,4,0.011348363943397999,0.97
3,MM,4,0.007986134849488735,0.99
4,MM,4,0.013923094607889652,0.96
5,MM,4,0.011357929557561874,0.98
6,MM,4,0.005400863941758871,0.99
7,MM,4,0.017532911151647568,0.99
8,MM,4,0.013411184772849083,0.96
9,MM,4,0.015575994737446308,0.98
0,MM,5,0.013190818019211292,1.0
1,MM,5,0.010530615225434303,0.98
2,MM,5,0.008517419919371605,0.98
3,MM,5,0.012648350559175014,0.99
4,MM,5,0.013540135696530342,0.95
5,MM,5,0.008943067863583565,0.99
6,MM,5,0.015149815939366817,1.0
7,MM,5,0.006330334115773439,0.99
8,MM,5,0.009038202464580536,0.99
9,MM,5,0.00694957235828042,1.0
0,PD,1,0.01220772322267294,0.92
1,PD,1,0.01196595374494791,0.95
2,PD,1,0.012221264652907848,0.98
3,PD,1,0.018214531242847443,0.88
4,PD,1,0.011984786950051785,0.89
5,PD,1,0.01215342991054058,0.95
6,PD,1,0.012381568551063538,0.92
7,PD,1,0.016090095043182373,0.91
8,PD,1,0.010844367556273937,0.96
9,PD,1,0.014961931854486465,0.97
0,PD,2,0.007798248436301947,1.0
1,PD,2,0.013871639035642147,0.93
2,PD,2,0.008116837590932846,0.98
3,PD,2,0.0074828979559242725,0.98
4,PD,2,0.005810939706861973,1.0
5,PD,2,0.007374545559287071,0.97
6,PD,2,0.008846054784953594,0.97
7,PD,2,0.008295969106256962,0.99
8,PD,2,0.008500228635966778,0.98
9,PD,2,0.008613324724137783,0.98
0,PD,3,0.007254700642079115,1.0
1,PD,3,0.00955983716994524,0.99
2,PD,3,0.007677933666855097,0.99
3,PD,3,0.006293576210737228,1.0
4,PD,3,0.009172406047582626,0.98
5,PD,3,0.006444897502660751,1.0
6,PD,3,0.0064255110919475555,1.0
7,PD,3,0.00731155788525939,0.99
8,PD,3,0.00826570950448513,0.95
9,PD,3,0.008402165956795216,0.99
0,PD,4,0.00820393580943346,1.0
1,PD,4,0.008061815984547138,1.0
2,PD,4,0.006753831170499325,1.0
3,PD,4,0.007064010947942734,1.0
4,PD,4,0.008110757917165756,1.0
5,PD,4,0.00828093383461237,1.0
6,PD,4,0.010520892217755318,0.96
7,PD,4,0.00865848921239376,1.0
8,PD,4,0.011159509420394897,0.96
9,PD,4,0.009393444284796715,1.0
0,PD,5,0.008355055004358292,0.99
1,PD,5,0.005728399381041527,1.0
2,PD,5,0.007756824605166912,1.0
3,PD,5,0.005911211483180523,1.0
4,PD,5,0.00846618041396141,1.0
5,PD,5,0.008201547898352146,1.0
6,PD,5,0.007740740664303303,1.0
7,PD,5,0.006105971522629261,1.0
8,PD,5,0.007990139536559582,0.99
9,PD,5,0.007547407411038876,0.98
0,SIS,1,0.007205021567642689,0.91
1,SIS,1,0.014714504592120647,0.94
2,SIS,1,0.007967261597514153,0.98
3,SIS,1,0.009295953437685966,0.96
4,SIS,1,0.008286315016448498,1.0
5,SIS,1,0.01497733499854803,0.98
6,SIS,1,0.011285181157290936,0.96
7,SIS,1,0.00839954148977995,0.97
8,SIS,1,0.009710149839520454,0.99
9,SIS,1,0.0052218022756278515,1.0
0,SIS,2,0.016806364059448242,0.92
1,SIS,2,0.009763247333467007,0.95
2,SIS,2,0.004987676162272692,0.96
3,SIS,2,0.013425205834209919,0.89
4,SIS,2,0.01011678483337164,0.97
5,SIS,2,0.004167451057583094,0.99
6,SIS,2,0.010625514201819897,1.0
7,SIS,2,0.0070091718807816505,0.99
8,SIS,2,0.011730763129889965,0.97
9,SIS,2,0.008884643204510212,0.97
0,SIS,3,0.00468111876398325,0.96
1,SIS,3,0.00752633111551404,0.98
2,SIS,3,0.011319062672555447,0.92
3,SIS,3,0.005674207583069801,0.98
4,SIS,3,0.00634602177888155,0.98
5,SIS,3,0.007869387045502663,1.0
6,SIS,3,0.010189092718064785,0.96
7,SIS,3,0.006850011181086302,0.97
8,SIS,3,0.006117247510701418,0.99
9,SIS,3,0.007136023603379726,0.94
0,SIS,4,0.009438714943826199,0.99
1,SIS,4,0.008552877232432365,0.96
2,SIS,4,0.005271521862596273,0.97
3,SIS,4,0.008100454695522785,0.99
4,SIS,4,0.005112277809530497,0.99
5,SIS,4,0.007279990706592798,0.98
6,SIS,4,0.013034656643867493,0.94
7,SIS,4,0.006717551965266466,0.98
8,SIS,4,0.006842391099780798,0.99
9,SIS,4,0.015868499875068665,0.95
0,SIS,5,0.0033458122052252293,0.99
1,SIS,5,0.007922626100480556,0.98
2,SIS,5,0.007673240732401609,0.99
3,SIS,5,0.005134446546435356,0.99
4,SIS,5,0.005877132993191481,0.98
5,SIS,5,0.008034685626626015,0.96
6,SIS,5,0.006292905658483505,1.0
7,SIS,5,0.006398867350071669,0.97
8,SIS,5,0.007441236637532711,0.98
9,SIS,5,0.006357626058161259,0.98
